1,2,3,4,5,6,7,8,9
-0.8228014769666239,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,5.090016313046075,-1.675095678154518
-0.8223165619207699,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8218954525943949,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8218699295409498,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8218699295409498,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8216147143195671,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8216402335447454,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8217678437076146,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8216785174868683,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8215509073239989,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8217168014289914,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8218188872623267,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-1.675095678154518
-0.8219975397038191,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-0.5829514371389917
-0.8217550815428477,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-0.5829514371389917
-0.8214488214906638,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-0.5829514371389917
-0.8213977792120406,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-0.5829514371389917
-0.8213594952699176,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-0.5829514371389917
-0.8211297992737131,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-0.5829514371389917
-0.8210532339416448,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-0.5829514371389917
-0.8209128628900976,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-0.5829514371389917
-0.8206704085573928,-0.8238425728354635,-0.0947288765059311,0.4052208478084465,-0.6020972223013513,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-0.5829514371389917
-0.8206704085573928,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,-0.0769897162263667,-1.087023394305775,-0.0976315046170758,-0.5829514371389917
-0.8206704085573928,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
-0.8205300375058455,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
-0.8206066028379139,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
-0.8206448855039479,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
-0.8208107770567623,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
-0.8213084529912943,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
-0.8216402335447454,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
-0.8213212113277946,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
-0.8208745827762413,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
-0.8210404730529668,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
-0.8208745827762413,-0.8222583434761065,-0.0781142080320412,2.0280072183904947,-0.604491061901423,0.0439866016519677,-0.9706049449836058,-0.0976315046170758,-0.7198760734613541
